time=2025-10-21T00:26:07.248+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="CREATE INDEX IF NOT EXISTS idx_quest_leaderboards_user ON quest_leaderboards(user_id, period_type, period_start);" args=[] took=222.3476ms affected_rows=0
time=2025-10-21T00:26:08.350+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\t\tINSERT INTO items (id, name, description, emoji, type, rarity, max_stack, created_at, updated_at) \n\t\t\tVALUES ($1, $2, $3, $4, $5, $6, $7, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP)\n\t\t\tON CONFLICT (id) DO UPDATE SET updated_at = CURRENT_TIMESTAMP;\n\t\t" args="[broken_disc Broken Disc A scratched and broken album disc. Part of a greater whole. 💿 material 3 999]" took=441.734ms affected_rows=1
time=2025-10-21T00:26:08.572+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\t\tINSERT INTO items (id, name, description, emoji, type, rarity, max_stack, created_at, updated_at) \n\t\t\tVALUES ($1, $2, $3, $4, $5, $6, $7, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP)\n\t\t\tON CONFLICT (id) DO UPDATE SET updated_at = CURRENT_TIMESTAMP;\n\t\t" args="[microphone Microphone A vintage microphone used by idols. Still has some magic in it. 🎤 material 3 999]" took=221.2928ms affected_rows=1
time=2025-10-21T00:26:08.795+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n\t\t\tINSERT INTO items (id, name, description, emoji, type, rarity, max_stack, created_at, updated_at) \n\t\t\tVALUES ($1, $2, $3, $4, $5, $6, $7, CURRENT_TIMESTAMP, CURRENT_TIMESTAMP)\n\t\t\tON CONFLICT (id) DO UPDATE SET updated_at = CURRENT_TIMESTAMP;\n\t\t" args="[forgotten_song Forgotten Song Sheet music for a song lost to time. The notes still resonate. 📜 material 3 999]" took=222.8423ms affected_rows=1
time=2025-10-21T00:26:08.795+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:686 msg="Initial item data initialized successfully"
time=2025-10-21T00:26:09.236+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n        INSERT INTO quest_definitions (\n            quest_id, name, description, tier, type, category,\n            requirement_type, requirement_target, requirement_count, requirement_metadata,\n            reward_snowflakes, reward_vials, reward_xp,\n            created_at, updated_at\n        ) VALUES (\n            $1, $2, $3, $4, $5, $6,\n            $7, $8, $9, $10::jsonb,\n            $11, $12, $13,\n            CURRENT_TIMESTAMP, CURRENT_TIMESTAMP\n        ) ON CONFLICT (quest_id) DO UPDATE SET\n            name = EXCLUDED.name,\n            description = EXCLUDED.description,\n            tier = EXCLUDED.tier,\n            type = EXCLUDED.type,\n            category = EXCLUDED.category,\n            requirement_type = EXCLUDED.requirement_type,\n            requirement_target = EXCLUDED.requirement_target,\n            requirement_count = EXCLUDED.requirement_count,\n            requirement_metadata = EXCLUDED.requirement_metadata,\n            reward_snowflakes = EXCLUDED.reward_snowflakes,\n            reward_vials = EXCLUDED.reward_vials,\n            reward_xp = EXCLUDED.reward_xp,\n            updated_at = CURRENT_TIMESTAMP;\n    " args="[daily_t1_workaholic Workaholic Use /work 3 times 1 daily trainee work_command  3 {} 250 20 25]" took=441.0718ms affected_rows=1
time=2025-10-21T00:26:09.457+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n        INSERT INTO quest_definitions (\n            quest_id, name, description, tier, type, category,\n            requirement_type, requirement_target, requirement_count, requirement_metadata,\n            reward_snowflakes, reward_vials, reward_xp,\n            created_at, updated_at\n        ) VALUES (\n            $1, $2, $3, $4, $5, $6,\n            $7, $8, $9, $10::jsonb,\n            $11, $12, $13,\n            CURRENT_TIMESTAMP, CURRENT_TIMESTAMP\n        ) ON CONFLICT (quest_id) DO UPDATE SET\n            name = EXCLUDED.name,\n            description = EXCLUDED.description,\n            tier = EXCLUDED.tier,\n            type = EXCLUDED.type,\n            category = EXCLUDED.category,\n            requirement_type = EXCLUDED.requirement_type,\n            requirement_target = EXCLUDED.requirement_target,\n            requirement_count = EXCLUDED.requirement_count,\n            requirement_metadata = EXCLUDED.requirement_metadata,\n            reward_snowflakes = EXCLUDED.reward_snowflakes,\n            reward_vials = EXCLUDED.reward_vials,\n            reward_xp = EXCLUDED.reward_xp,\n            updated_at = CURRENT_TIMESTAMP;\n    " args="[daily_t1_gacha_beginner Gacha Beginner Claim 5 cards 1 daily trainee card_claim  5 {} 250 20 25]" took=220.0954ms affected_rows=1
time=2025-10-21T00:26:09.678+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n        INSERT INTO quest_definitions (\n            quest_id, name, description, tier, type, category,\n            requirement_type, requirement_target, requirement_count, requirement_metadata,\n            reward_snowflakes, reward_vials, reward_xp,\n            created_at, updated_at\n        ) VALUES (\n            $1, $2, $3, $4, $5, $6,\n            $7, $8, $9, $10::jsonb,\n            $11, $12, $13,\n            CURRENT_TIMESTAMP, CURRENT_TIMESTAMP\n        ) ON CONFLICT (quest_id) DO UPDATE SET\n            name = EXCLUDED.name,\n            description = EXCLUDED.description,\n            tier = EXCLUDED.tier,\n            type = EXCLUDED.type,\n            category = EXCLUDED.category,\n            requirement_type = EXCLUDED.requirement_type,\n            requirement_target = EXCLUDED.requirement_target,\n            requirement_count = EXCLUDED.requirement_count,\n            requirement_metadata = EXCLUDED.requirement_metadata,\n            reward_snowflakes = EXCLUDED.reward_snowflakes,\n            reward_vials = EXCLUDED.reward_vials,\n            reward_xp = EXCLUDED.reward_xp,\n            updated_at = CURRENT_TIMESTAMP;\n    " args="[daily_t1_starter_auctioneer Starter Auctioneer Bid on 1 auction 1 daily trainee auction_bid  1 {} 250 20 25]" took=220.8166ms affected_rows=1
time=2025-10-21T00:26:09.899+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n        INSERT INTO quest_definitions (\n            quest_id, name, description, tier, type, category,\n            requirement_type, requirement_target, requirement_count, requirement_metadata,\n            reward_snowflakes, reward_vials, reward_xp,\n            created_at, updated_at\n        ) VALUES (\n            $1, $2, $3, $4, $5, $6,\n            $7, $8, $9, $10::jsonb,\n            $11, $12, $13,\n            CURRENT_TIMESTAMP, CURRENT_TIMESTAMP\n        ) ON CONFLICT (quest_id) DO UPDATE SET\n            name = EXCLUDED.name,\n            description = EXCLUDED.description,\n            tier = EXCLUDED.tier,\n            type = EXCLUDED.type,\n            category = EXCLUDED.category,\n            requirement_type = EXCLUDED.requirement_type,\n            requirement_target = EXCLUDED.requirement_target,\n            requirement_count = EXCLUDED.requirement_count,\n            requirement_metadata = EXCLUDED.requirement_metadata,\n            reward_snowflakes = EXCLUDED.reward_snowflakes,\n            reward_vials = EXCLUDED.reward_vials,\n            reward_xp = EXCLUDED.reward_xp,\n            updated_at = CURRENT_TIMESTAMP;\n    " args="[daily_t1_levels_on_levels Levels on levels Level up any card 5 times 1 daily trainee card_levelup  5 {} 250 20 25]" took=221.6272ms affected_rows=1
time=2025-10-21T00:26:10.124+08:00 level=INFO source=C:/Users/Yuqi/Desktop/hyego/gohye/bottemplate/database/db.go:259 msg="Query executed" type=db operation=exec query="\n        INSERT INTO quest_definitions (\n            quest_id, name, description, tier, type, category,\n            requirement_type, requirement_target, requirement_count, requirement_metadata,\n            reward_snowflakes, reward_vials, reward_xp,\n            created_at, updated_at\n        ) VALUES (\n            $1, $2, $3, $4, $5, $6,\n            $7, $8, $9, $10::jsonb,\n            $11, $12, $13,\n            CURRENT_TIMESTAMP, CURRENT_TIMESTAMP\n        ) ON CONFLICT (quest_id) DO UPDATE SET\n            name = EXCLUDED.name,\n            description = EXCLUDED.description,\n            tier = EXCLUDED.tier,\n            type = EXCLUDED.type,\n            category = EXCLUDED.category,\n            requirement_type = EXCLUDED.requirement_type,\n            requirement_target = EXCLUDED.requirement_target,\n            requirement_count = EXCLUDED.requirement_count,\n            requirement_metadata = EXCLUDED.requirement_metadata,\n            reward_snowflakes = EXCLUDED.reward_snowflakes,\n            reward_vials = EXCLUDED.reward_vials,\n            reward_xp = EXCLUDED.reward_xp,\n            updated_at = CURRENT_TIMESTAMP;\n    " args="[daily_t1_tap_the_market Tap the Market Auction 1 card 1 daily trainee auction_create  1 {} 250 20 25]" took=223.892ms affected_rows=1
